"Plane Section: Position[X] (m)","Plane Section: Velocity[j] (m/s)"
0.009925661753930962,3.391478776128193E-4
0.009862010115319102,9.397176539173797E-4
0.009791230086915934,0.0014649195345379671
0.009712424121201988,0.0018727923271057388
0.009624575613105863,0.0021077783983817337
0.009526542386729377,0.0020969351607317884
0.009417057423228844,0.0017454849962097987
0.00929474126049212,9.319598771804463E-4
0.009158130905614011,-4.964239629957266E-4
0.009005728985630963,-0.002726430783997524
0.008836073072176511,-0.005978065782866392
0.008647817878442772,-0.010501348638575348
0.008439813090778316,-0.01655984432978918
0.00821115042634989,-0.024406423903782122
0.007961151154754145,-0.03424751420311666
0.00768927549558482,-0.04619605941619468
0.007394958191793103,-0.06021091767491856
0.0070774014843918934,-0.07602137231749315
0.006735373556137987,-0.09304730096637893
0.006367057297856358,-0.11033119435151943
0.0059699729617217374,-0.12677429007636795
0.005540971217929135,-0.14152626669689505
0.005076273585267849,-0.1541002121286212
0.004571531116503541,-0.1643141577535664
0.004021877201175907,-0.1720618636781525
0.0034415608048385003,-0.1771420752739499
0.002855491619066809,-0.17971066667833305
0.002271560181797547,-0.18053618469971258
0.0016893688671300957,-0.17996024156799947
0.0011085777166714326,-0.17828877575892718
5.289030844851739E-4,-0.17585098371544777
-4.848911791987252E-5,-0.17283815485822063
-6.258562638641212E-4,-0.16931095472011212
-0.0012054418368653789,-0.16521083350427604
-0.0017860468789552418,-0.160445273617732
-0.0023679098779879025,-0.15489109747816346
-0.0029513103975722524,-0.1484384938785569
-0.003536567562114019,-0.14100777786597002
-0.004115692497258064,-0.1326505886898442
-0.004663658014957705,-0.12366443928236714
-0.005166082384414843,-0.11416293404054427
-0.005627694380013228,-0.1039481079582077
-0.0060527187866507084,-0.09294034433978382
-0.006444849908834559,-0.08133668421162094
-0.006807223652084535,-0.06957887230578862
-0.007142404621912264,-0.05822420702563894
-0.007452406544854677,-0.04773037986617322
-0.0077387592487719245,-0.03838878060224326
-0.008002622748379158,-0.030332510629980377
-0.00824493259249471,-0.02356981716936288
-0.008466548102968992,-0.018022948685823416
-0.008668373197562642,-0.013563562370445429
-0.008851429244730532,-0.010040636482094014
-0.009016875490292856,-0.007300714557580423
-0.00916598711127807,-0.0052006125216118105
-0.009300108497375208,-0.00361411483557153
-0.0094205992964526,-0.002434251318351033
-0.009528785886276911,-0.0015729778246160854
-0.009625924783508244,-9.59070409660918E-4
-0.009713179470826084,-5.358701666283616E-4
-0.009791609067994252,-2.587206825814776E-4
-0.00986216599350926,-9.264791232501117E-5
-0.009925699654108909,-1.0398830312059545E-5
